modelo,familia,origen,paso,real,pronostico,error
CNN 1D v12,red neuronal,2023-11-01 00:00:00,1,0.8278973363634146,3.4965231644544734,2.668625828091059
CNN 1D v24,red neuronal,2023-11-01 00:00:00,1,0.8278973363634146,4.181189823107932,3.3532924867445173
Ingenuo,referencia,2023-12-01 00:00:00,1,1.64003119213596,0.8278973363634146,-0.8121338557725455
Ingenuo estacional,referencia,2023-12-01 00:00:00,1,1.64003119213596,4.288948014042071,2.648916821906111
Deriva,referencia,2023-12-01 00:00:00,1,1.64003119213596,0.812300566189169,-0.827730625946791
AR(1),Box-Jenkins,2023-12-01 00:00:00,1,1.64003119213596,1.3418411855050572,-0.2981900066309029
AR(12),Box-Jenkins,2023-12-01 00:00:00,1,1.64003119213596,0.9258025979308204,-0.7142285942051396
MA(2),Box-Jenkins,2023-12-01 00:00:00,1,1.64003119213596,1.014215382068791,-0.6258158100671691
"ARMA(2,2)",Box-Jenkins,2023-12-01 00:00:00,1,1.64003119213596,0.9005156020987832,-0.7395155900371768
"ARIMA(1,1,1)",Box-Jenkins,2023-12-01 00:00:00,1,1.64003119213596,1.3423187103840108,-0.2977124817519492
"ARIMA(2,1,2)",Box-Jenkins,2023-12-01 00:00:00,1,1.64003119213596,0.3926181692089119,-1.2474130229270481
"SARIMA(1,1,1)(1,1,1,12)",estacional,2023-12-01 00:00:00,1,1.64003119213596,-0.4004420424496322,-2.0404732345855923
"SARIMA(2,1,1)(0,1,1,12)",estacional,2023-12-01 00:00:00,1,1.64003119213596,0.5408223408114612,-1.0992088513244989
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2023-12-01 00:00:00,1,1.64003119213596,-0.17973617267022757,-1.8197673648061876
Ridge sobre rezagos,regularizado,2023-12-01 00:00:00,1,1.64003119213596,0.9677600583589441,-0.672271133777016
Random Forest,aprendizaje,2023-12-01 00:00:00,1,1.64003119213596,0.9684164319916602,-0.6716147601442999
MLP,aprendizaje,2023-12-01 00:00:00,1,1.64003119213596,0.4763338453374899,-1.1636973467984701
LSTM(16) v12,red neuronal,2023-12-01 00:00:00,1,1.64003119213596,1.682123193200127,0.042092001064166995
LSTM(32) v24,red neuronal,2023-12-01 00:00:00,1,1.64003119213596,1.7761664349630721,0.1361352428271121
CNN 1D v12,red neuronal,2023-12-01 00:00:00,1,1.64003119213596,1.7738649312389254,0.13383373910296537
CNN 1D v24,red neuronal,2023-12-01 00:00:00,1,1.64003119213596,4.09483802008935,2.45480682795339
Ingenuo,referencia,2024-01-01 00:00:00,1,2.262780790238894,1.64003119213596,-0.6227495981029341
Ingenuo estacional,referencia,2024-01-01 00:00:00,1,2.262780790238894,2.478413285110781,0.21563249487188685
Deriva,referencia,2024-01-01 00:00:00,1,2.262780790238894,1.6282665081929497,-0.6345142820459444
AR(1),Box-Jenkins,2024-01-01 00:00:00,1,2.262780790238894,2.0027079289204965,-0.2600728613183976
AR(12),Box-Jenkins,2024-01-01 00:00:00,1,2.262780790238894,2.703161604697777,0.4403808144588828
MA(2),Box-Jenkins,2024-01-01 00:00:00,1,2.262780790238894,2.5740495297456336,0.3112687395067395
"ARMA(2,2)",Box-Jenkins,2024-01-01 00:00:00,1,2.262780790238894,2.5517792031499154,0.28899841291102124
"ARIMA(1,1,1)",Box-Jenkins,2024-01-01 00:00:00,1,2.262780790238894,2.003038827018292,-0.25974196322060195
"ARIMA(2,1,2)",Box-Jenkins,2024-01-01 00:00:00,1,2.262780790238894,2.160633696730909,-0.1021470935079849
"SARIMA(1,1,1)(1,1,1,12)",estacional,2024-01-01 00:00:00,1,2.262780790238894,2.1577370167274728,-0.10504377351142136
"SARIMA(2,1,1)(0,1,1,12)",estacional,2024-01-01 00:00:00,1,2.262780790238894,2.272300815567532,0.009520025328638049
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2024-01-01 00:00:00,1,2.262780790238894,2.2290401203058705,-0.033740669933023604
Ridge sobre rezagos,regularizado,2024-01-01 00:00:00,1,2.262780790238894,2.6707298554624064,0.40794906522351226
Random Forest,aprendizaje,2024-01-01 00:00:00,1,2.262780790238894,1.8891501105738269,-0.37363067966506724
MLP,aprendizaje,2024-01-01 00:00:00,1,2.262780790238894,2.0780963701385966,-0.1846844201002975
LSTM(16) v12,red neuronal,2024-01-01 00:00:00,1,2.262780790238894,2.100428683753771,-0.16235210648512322
LSTM(32) v24,red neuronal,2024-01-01 00:00:00,1,2.262780790238894,1.6632268199198608,-0.5995539703190333
CNN 1D v12,red neuronal,2024-01-01 00:00:00,1,2.262780790238894,2.075952821236081,-0.18682796900281318
CNN 1D v24,red neuronal,2024-01-01 00:00:00,1,2.262780790238894,4.052484213651006,1.7897034234121119
Ingenuo,referencia,2024-02-01 00:00:00,1,-2.270542620912719,2.262780790238894,4.533323411151613
Ingenuo estacional,referencia,2024-02-01 00:00:00,1,-2.270542620912719,1.4554773434255264,3.7260199643382452
Deriva,referencia,2024-02-01 00:00:00,1,-2.270542620912719,2.2539401352454043,4.524482756158124
AR(1),Box-Jenkins,2024-02-01 00:00:00,1,-2.270542620912719,2.509364249603095,4.779906870515814
AR(12),Box-Jenkins,2024-02-01 00:00:00,1,-2.270542620912719,2.6009829415256953,4.871525562438414
MA(2),Box-Jenkins,2024-02-01 00:00:00,1,-2.270542620912719,3.531927681045773,5.802470301958492
"ARMA(2,2)",Box-Jenkins,2024-02-01 00:00:00,1,-2.270542620912719,1.862896127340414,4.133438748253133
"ARIMA(1,1,1)",Box-Jenkins,2024-02-01 00:00:00,1,-2.270542620912719,2.5095904407793475,4.780133061692066
"ARIMA(2,1,2)",Box-Jenkins,2024-02-01 00:00:00,1,-2.270542620912719,1.5765382939631936,3.8470809148759124
"SARIMA(1,1,1)(1,1,1,12)",estacional,2024-02-01 00:00:00,1,-2.270542620912719,2.9407088919491815,5.2112515128619
"SARIMA(2,1,1)(0,1,1,12)",estacional,2024-02-01 00:00:00,1,-2.270542620912719,1.4796739351823933,3.750216556095112
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2024-02-01 00:00:00,1,-2.270542620912719,2.9919957168179945,5.262538337730714
Ridge sobre rezagos,regularizado,2024-02-01 00:00:00,1,-2.270542620912719,2.6253355440337183,4.895878164946437
Random Forest,aprendizaje,2024-02-01 00:00:00,1,-2.270542620912719,2.4385233958002943,4.709066016713013
MLP,aprendizaje,2024-02-01 00:00:00,1,-2.270542620912719,3.324998221917125,5.595540842829844
LSTM(16) v12,red neuronal,2024-02-01 00:00:00,1,-2.270542620912719,2.464805772577287,4.735348393490006
LSTM(32) v24,red neuronal,2024-02-01 00:00:00,1,-2.270542620912719,2.509870224278015,4.7804128451907335
CNN 1D v12,red neuronal,2024-02-01 00:00:00,1,-2.270542620912719,2.9193210373518177,5.189863658264537
CNN 1D v24,red neuronal,2024-02-01 00:00:00,1,-2.270542620912719,3.992390868356266,6.262933489268985
Ingenuo,referencia,2024-03-01 00:00:00,1,5.409986698638258,-2.270542620912719,-7.680529319550978
Ingenuo estacional,referencia,2024-03-01 00:00:00,1,5.409986698638258,-0.7366729780456271,-6.1466596766838855
Deriva,referencia,2024-03-01 00:00:00,1,5.409986698638258,-2.30013778396198,-7.710124482600238
AR(1),Box-Jenkins,2024-03-01 00:00:00,1,5.409986698638258,-1.1987468135950783,-6.608733512233337
AR(12),Box-Jenkins,2024-03-01 00:00:00,1,5.409986698638258,-0.22369790296246905,-5.633684601600727
MA(2),Box-Jenkins,2024-03-01 00:00:00,1,5.409986698638258,-1.3348997402625709,-6.74488643890083
"ARMA(2,2)",Box-Jenkins,2024-03-01 00:00:00,1,5.409986698638258,-0.8878985659937428,-6.297885264632001
"ARIMA(1,1,1)",Box-Jenkins,2024-03-01 00:00:00,1,5.409986698638258,-1.1977613507796288,-6.6077480494178875
"ARIMA(2,1,2)",Box-Jenkins,2024-03-01 00:00:00,1,5.409986698638258,-1.501677822998216,-6.9116645216364745
"SARIMA(1,1,1)(1,1,1,12)",estacional,2024-03-01 00:00:00,1,5.409986698638258,-0.5198569786947003,-5.929843677332959
"SARIMA(2,1,1)(0,1,1,12)",estacional,2024-03-01 00:00:00,1,5.409986698638258,-1.2103365693356491,-6.620323267973907
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2024-03-01 00:00:00,1,5.409986698638258,-0.27664631887750346,-5.686633017515762
Ridge sobre rezagos,regularizado,2024-03-01 00:00:00,1,5.409986698638258,-0.1815201330875733,-5.591506831725832
Random Forest,aprendizaje,2024-03-01 00:00:00,1,5.409986698638258,0.5455492380455947,-4.864437460592663
MLP,aprendizaje,2024-03-01 00:00:00,1,5.409986698638258,1.1203493395664657,-4.289637359071793
LSTM(16) v12,red neuronal,2024-03-01 00:00:00,1,5.409986698638258,-0.6844692141420734,-6.094455912780331
LSTM(32) v24,red neuronal,2024-03-01 00:00:00,1,5.409986698638258,-1.166423012925629,-6.576409711563887
CNN 1D v12,red neuronal,2024-03-01 00:00:00,1,5.409986698638258,1.9325137890989366,-3.4774729095393218
CNN 1D v24,red neuronal,2024-03-01 00:00:00,1,5.409986698638258,3.905939494525715,-1.5040472041125432
Ingenuo,referencia,2024-04-01 00:00:00,1,2.027986193076714,5.409986698638258,3.3820005055615443
Ingenuo estacional,referencia,2024-04-01 00:00:00,1,2.027986193076714,0.29242184749149747,-1.7355643455852166
Deriva,referencia,2024-04-01 00:00:00,1,2.027986193076714,5.415597583454752,3.387611390378038
AR(1),Box-Jenkins,2024-04-01 00:00:00,1,2.027986193076714,5.058080354110245,3.0300941610335306
AR(12),Box-Jenkins,2024-04-01 00:00:00,1,2.027986193076714,5.044402231710705,3.0164160386339907
MA(2),Box-Jenkins,2024-04-01 00:00:00,1,2.027986193076714,6.9707287482282645,4.9427425551515505
"ARMA(2,2)",Box-Jenkins,2024-04-01 00:00:00,1,2.027986193076714,5.206953017066091,3.178966823989377
"ARIMA(1,1,1)",Box-Jenkins,2024-04-01 00:00:00,1,2.027986193076714,4.46860269939123,2.440616506314516
"ARIMA(2,1,2)",Box-Jenkins,2024-04-01 00:00:00,1,2.027986193076714,5.153165721369261,3.1251795282925467
"SARIMA(1,1,1)(1,1,1,12)",estacional,2024-04-01 00:00:00,1,2.027986193076714,4.446982038094268,2.4189958450175544
"SARIMA(2,1,1)(0,1,1,12)",estacional,2024-04-01 00:00:00,1,2.027986193076714,4.7532976116477155,2.7253114185710015
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2024-04-01 00:00:00,1,2.027986193076714,4.437209258142342,2.4092230650656283
Ridge sobre rezagos,regularizado,2024-04-01 00:00:00,1,2.027986193076714,4.972884883840209,2.9448986907634946
Random Forest,aprendizaje,2024-04-01 00:00:00,1,2.027986193076714,4.21112662346089,2.183140430384176
MLP,aprendizaje,2024-04-01 00:00:00,1,2.027986193076714,4.349447868423249,2.3214616753465354
LSTM(16) v12,red neuronal,2024-04-01 00:00:00,1,2.027986193076714,2.785369866746608,0.757383673669894
LSTM(32) v24,red neuronal,2024-04-01 00:00:00,1,2.027986193076714,2.367531179536102,0.339544986459388
CNN 1D v12,red neuronal,2024-04-01 00:00:00,1,2.027986193076714,3.1322415873444514,1.1042553942677373
CNN 1D v24,red neuronal,2024-04-01 00:00:00,1,2.027986193076714,3.7778020261450567,1.7498158330683427
Ingenuo,referencia,2024-05-01 00:00:00,1,-2.0986513232682413,2.027986193076714,4.126637516344955
Ingenuo estacional,referencia,2024-05-01 00:00:00,1,-2.0986513232682413,2.516000131533813,4.614651454802054
Deriva,referencia,2024-05-01 00:00:00,1,-2.0986513232682413,2.01819884430058,4.116850167568821
AR(1),Box-Jenkins,2024-05-01 00:00:00,1,-2.0986513232682413,2.326102293044686,4.424753616312927
AR(12),Box-Jenkins,2024-05-01 00:00:00,1,-2.0986513232682413,1.6439296658242895,3.742580989092531
MA(2),Box-Jenkins,2024-05-01 00:00:00,1,-2.0986513232682413,2.453594464084394,4.552245787352636
"ARMA(2,2)",Box-Jenkins,2024-05-01 00:00:00,1,-2.0986513232682413,1.284814944785937,3.3834662680541783
"ARIMA(1,1,1)",Box-Jenkins,2024-05-01 00:00:00,1,-2.0986513232682413,2.0454251327534627,4.144076456021704
"ARIMA(2,1,2)",Box-Jenkins,2024-05-01 00:00:00,1,-2.0986513232682413,0.8862362555498204,2.9848875788180615
"SARIMA(1,1,1)(1,1,1,12)",estacional,2024-05-01 00:00:00,1,-2.0986513232682413,1.2692317619426499,3.367883085210891
"SARIMA(2,1,1)(0,1,1,12)",estacional,2024-05-01 00:00:00,1,-2.0986513232682413,1.374199096452009,3.4728504197202503
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2024-05-01 00:00:00,1,-2.0986513232682413,1.3957720878664128,3.494423411134654
Ridge sobre rezagos,regularizado,2024-05-01 00:00:00,1,-2.0986513232682413,1.7180375850962786,3.8166889083645197
Random Forest,aprendizaje,2024-05-01 00:00:00,1,-2.0986513232682413,2.796722674170821,4.895373997439062
MLP,aprendizaje,2024-05-01 00:00:00,1,-2.0986513232682413,1.8764648607607943,3.9751161840290354
LSTM(16) v12,red neuronal,2024-05-01 00:00:00,1,-2.0986513232682413,2.130907141774178,4.22955846504242
LSTM(32) v24,red neuronal,2024-05-01 00:00:00,1,-2.0986513232682413,1.8757467659992157,3.9743980892674573
CNN 1D v12,red neuronal,2024-05-01 00:00:00,1,-2.0986513232682413,2.8864154430297067,4.9850667662979475
CNN 1D v24,red neuronal,2024-05-01 00:00:00,1,-2.0986513232682413,3.610701924907178,5.70935324817542
Ingenuo,referencia,2024-06-01 00:00:00,1,2.945873684210265,-2.0986513232682413,-5.044525007478507
Ingenuo estacional,referencia,2024-06-01 00:00:00,1,2.945873684210265,0.6109304479767319,-2.334943236233533
Deriva,referencia,2024-06-01 00:00:00,1,2.945873684210265,-2.127066953345592,-5.072940637555857
AR(1),Box-Jenkins,2024-06-01 00:00:00,1,2.945873684210265,-1.0164648061907795,-3.9623384904010446
AR(12),Box-Jenkins,2024-06-01 00:00:00,1,2.945873684210265,0.909744695660428,-2.0361289885498373
MA(2),Box-Jenkins,2024-06-01 00:00:00,1,2.945873684210265,-1.1936661200887437,-4.139539804299009
"ARMA(2,2)",Box-Jenkins,2024-06-01 00:00:00,1,2.945873684210265,0.1337239802509268,-2.812149703959338
"ARIMA(1,1,1)",Box-Jenkins,2024-06-01 00:00:00,1,2.945873684210265,-1.3076986786335976,-4.253572362843863
"ARIMA(2,1,2)",Box-Jenkins,2024-06-01 00:00:00,1,2.945873684210265,-0.3925398873504231,-3.338413571560688
"SARIMA(1,1,1)(1,1,1,12)",estacional,2024-06-01 00:00:00,1,2.945873684210265,-0.9333454936039618,-3.879219177814227
"SARIMA(2,1,1)(0,1,1,12)",estacional,2024-06-01 00:00:00,1,2.945873684210265,-0.44647199424915884,-3.392345678459424
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2024-06-01 00:00:00,1,2.945873684210265,-0.7080466966675791,-3.653920380877844
Ridge sobre rezagos,regularizado,2024-06-01 00:00:00,1,2.945873684210265,0.8977505524467646,-2.0481231317635005
Random Forest,aprendizaje,2024-06-01 00:00:00,1,2.945873684210265,2.930928993601693,-0.014944690608571953
MLP,aprendizaje,2024-06-01 00:00:00,1,2.945873684210265,1.8929900333901322,-1.052883650820133
LSTM(16) v12,red neuronal,2024-06-01 00:00:00,1,2.945873684210265,1.0135921624186817,-1.9322815217915834
LSTM(32) v24,red neuronal,2024-06-01 00:00:00,1,2.945873684210265,1.5065186970477722,-1.4393549871624929
CNN 1D v12,red neuronal,2024-06-01 00:00:00,1,2.945873684210265,1.625332734480651,-1.320540949729614
CNN 1D v24,red neuronal,2024-06-01 00:00:00,1,2.945873684210265,3.5635358825561116,0.6176621983458466
Ingenuo,referencia,2024-07-01 00:00:00,1,1.2261275321314935,2.945873684210265,1.7197461520787716
Ingenuo estacional,referencia,2024-07-01 00:00:00,1,1.2261275321314935,0.6608515202382481,-0.5652760118932454
Deriva,referencia,2024-07-01 00:00:00,1,1.2261275321314935,2.940309138085869,1.7141816059543755
AR(1),Box-Jenkins,2024-07-01 00:00:00,1,1.2261275321314935,3.0630806377911384,1.8369531056596449
AR(12),Box-Jenkins,2024-07-01 00:00:00,1,1.2261275321314935,2.6729106173247366,1.446783085193243
MA(2),Box-Jenkins,2024-07-01 00:00:00,1,1.2261275321314935,5.560316896479039,4.334189364347545
"ARMA(2,2)",Box-Jenkins,2024-07-01 00:00:00,1,1.2261275321314935,2.3932044931643786,1.167076961032885
"ARIMA(1,1,1)",Box-Jenkins,2024-07-01 00:00:00,1,1.2261275321314935,2.4609572138422617,1.2348296817107682
"ARIMA(2,1,2)",Box-Jenkins,2024-07-01 00:00:00,1,1.2261275321314935,2.2048990475672134,0.9787715154357199
"SARIMA(1,1,1)(1,1,1,12)",estacional,2024-07-01 00:00:00,1,1.2261275321314935,2.6000949681844014,1.373967436052908
"SARIMA(2,1,1)(0,1,1,12)",estacional,2024-07-01 00:00:00,1,1.2261275321314935,1.7215243180793287,0.4953967859478352
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2024-07-01 00:00:00,1,1.2261275321314935,2.6222957063419523,1.3961681742104588
Ridge sobre rezagos,regularizado,2024-07-01 00:00:00,1,1.2261275321314935,2.687202333156014,1.4610748010245205
Random Forest,aprendizaje,2024-07-01 00:00:00,1,1.2261275321314935,1.8791625421283025,0.653035009996809
MLP,aprendizaje,2024-07-01 00:00:00,1,1.2261275321314935,2.0150397534379523,0.7889122213064588
LSTM(16) v12,red neuronal,2024-07-01 00:00:00,1,1.2261275321314935,1.4254067999954962,0.19927926786400274
LSTM(32) v24,red neuronal,2024-07-01 00:00:00,1,1.2261275321314935,1.6861988970270332,0.4600713648955397
CNN 1D v12,red neuronal,2024-07-01 00:00:00,1,1.2261275321314935,3.0429228715033636,1.81679533937187
CNN 1D v24,red neuronal,2024-07-01 00:00:00,1,1.2261275321314935,3.5283011656668726,2.302173633535379
Ingenuo,referencia,2024-08-01 00:00:00,1,0.5923234177251269,1.2261275321314935,0.6338041144063666
Ingenuo estacional,referencia,2024-08-01 00:00:00,1,0.5923234177251269,-0.4739736853440091,-1.066297103069136
Deriva,referencia,2024-08-01 00:00:00,1,0.5923234177251269,1.2128760729759118,0.620552655250785
AR(1),Box-Jenkins,2024-08-01 00:00:00,1,0.5923234177251269,1.6789351353750965,1.0866117176499697
AR(12),Box-Jenkins,2024-08-01 00:00:00,1,0.5923234177251269,2.4687433419735063,1.8764199242483794
MA(2),Box-Jenkins,2024-08-01 00:00:00,1,0.5923234177251269,1.2589596518633037,0.6666362341381769
"ARMA(2,2)",Box-Jenkins,2024-08-01 00:00:00,1,0.5923234177251269,1.56527618383851,0.9729527661133832
"ARIMA(1,1,1)",Box-Jenkins,2024-08-01 00:00:00,1,0.5923234177251269,1.269390795009036,0.6770673772839091
"ARIMA(2,1,2)",Box-Jenkins,2024-08-01 00:00:00,1,0.5923234177251269,1.1735918502794496,0.5812684325543227
"SARIMA(1,1,1)(1,1,1,12)",estacional,2024-08-01 00:00:00,1,0.5923234177251269,1.402054483257155,0.8097310655320282
"SARIMA(2,1,1)(0,1,1,12)",estacional,2024-08-01 00:00:00,1,0.5923234177251269,1.0466188866336759,0.454295468908549
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2024-08-01 00:00:00,1,0.5923234177251269,1.477384074612578,0.8850606568874511
Ridge sobre rezagos,regularizado,2024-08-01 00:00:00,1,0.5923234177251269,2.46316390095304,1.870840483227913
Random Forest,aprendizaje,2024-08-01 00:00:00,1,0.5923234177251269,1.5543366603774496,0.9620132426523227
MLP,aprendizaje,2024-08-01 00:00:00,1,0.5923234177251269,3.0130365752238086,2.4207131574986818
LSTM(16) v12,red neuronal,2024-08-01 00:00:00,1,0.5923234177251269,2.721326945760908,2.1290035280357813
LSTM(32) v24,red neuronal,2024-08-01 00:00:00,1,0.5923234177251269,1.8575681202569205,1.2652447025317937
CNN 1D v12,red neuronal,2024-08-01 00:00:00,1,0.5923234177251269,3.1462203859903792,2.5538969682652524
CNN 1D v24,red neuronal,2024-08-01 00:00:00,1,0.5923234177251269,3.475971545065424,2.883648127340297
Ingenuo,referencia,2024-09-01 00:00:00,1,3.598788069074188,0.5923234177251269,-3.006464651349061
Ingenuo estacional,referencia,2024-09-01 00:00:00,1,3.598788069074188,-0.6547165073053418,-4.25350457637953
Deriva,referencia,2024-09-01 00:00:00,1,3.598788069074188,0.5763016342157471,-3.022486434858441
AR(1),Box-Jenkins,2024-09-01 00:00:00,1,3.598788069074188,1.1654477545576865,-2.4333403145165016
AR(12),Box-Jenkins,2024-09-01 00:00:00,1,3.598788069074188,1.5495607588379876,-2.0492273102362004
MA(2),Box-Jenkins,2024-09-01 00:00:00,1,3.598788069074188,1.695600641280223,-1.903187427793965
"ARMA(2,2)",Box-Jenkins,2024-09-01 00:00:00,1,3.598788069074188,1.2380010216708144,-2.360787047403374
"ARIMA(1,1,1)",Box-Jenkins,2024-09-01 00:00:00,1,3.598788069074188,0.7489831720895137,-2.8498048969846743
"ARIMA(2,1,2)",Box-Jenkins,2024-09-01 00:00:00,1,3.598788069074188,0.8147370550507267,-2.7840510140234613
"SARIMA(1,1,1)(1,1,1,12)",estacional,2024-09-01 00:00:00,1,3.598788069074188,0.8163137645934413,-2.782474304480747
"SARIMA(2,1,1)(0,1,1,12)",estacional,2024-09-01 00:00:00,1,3.598788069074188,0.9705697134664822,-2.628218355607706
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2024-09-01 00:00:00,1,3.598788069074188,0.9249038278502707,-2.6738842412239174
Ridge sobre rezagos,regularizado,2024-09-01 00:00:00,1,3.598788069074188,1.5735890296726343,-2.0251990394015538
Random Forest,aprendizaje,2024-09-01 00:00:00,1,3.598788069074188,2.3457902819520733,-1.2529977871221147
MLP,aprendizaje,2024-09-01 00:00:00,1,3.598788069074188,2.3464738939728242,-1.2523141751013638
LSTM(16) v12,red neuronal,2024-09-01 00:00:00,1,3.598788069074188,2.6957632034544075,-0.9030248656197806
LSTM(32) v24,red neuronal,2024-09-01 00:00:00,1,3.598788069074188,1.8050104554949165,-1.7937776135792716
CNN 1D v12,red neuronal,2024-09-01 00:00:00,1,3.598788069074188,2.798708389323894,-0.800079679750294
CNN 1D v24,red neuronal,2024-09-01 00:00:00,1,3.598788069074188,3.4688019013143427,-0.12998616775984528
Ingenuo,referencia,2024-10-01 00:00:00,1,0.41177685722004753,3.598788069074188,3.1870112118541405
Ingenuo estacional,referencia,2024-10-01 00:00:00,1,0.41177685722004753,3.7186627535746197,3.306885896354572
Deriva,referencia,2024-10-01 00:00:00,1,0.41177685722004753,3.5961995586086237,3.184422701388576
AR(1),Box-Jenkins,2024-10-01 00:00:00,1,0.41177685722004753,3.582903693240861,3.1711268360208136
AR(12),Box-Jenkins,2024-10-01 00:00:00,1,0.41177685722004753,2.850466715826283,2.4386898586062355
MA(2),Box-Jenkins,2024-10-01 00:00:00,1,0.41177685722004753,4.798289204286404,4.386512347066357
"ARMA(2,2)",Box-Jenkins,2024-10-01 00:00:00,1,0.41177685722004753,3.4886123625182055,3.076835505298158
"ARIMA(1,1,1)",Box-Jenkins,2024-10-01 00:00:00,1,0.41177685722004753,3.0782842614931356,2.666507404273088
"ARIMA(2,1,2)",Box-Jenkins,2024-10-01 00:00:00,1,0.41177685722004753,3.3049801164262838,2.893203259206236
"SARIMA(1,1,1)(1,1,1,12)",estacional,2024-10-01 00:00:00,1,0.41177685722004753,1.5083105856958205,1.096533728475773
"SARIMA(2,1,1)(0,1,1,12)",estacional,2024-10-01 00:00:00,1,0.41177685722004753,3.1543540573738653,2.742577200153818
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2024-10-01 00:00:00,1,0.41177685722004753,1.5064537747637354,1.094676917543688
Ridge sobre rezagos,regularizado,2024-10-01 00:00:00,1,0.41177685722004753,2.843238755848196,2.4314618986281484
Random Forest,aprendizaje,2024-10-01 00:00:00,1,0.41177685722004753,0.6427317354931321,0.23095487827308459
MLP,aprendizaje,2024-10-01 00:00:00,1,0.41177685722004753,1.9183253391443373,1.5065484819242898
LSTM(16) v12,red neuronal,2024-10-01 00:00:00,1,0.41177685722004753,2.750678060761656,2.3389012035416084
LSTM(32) v24,red neuronal,2024-10-01 00:00:00,1,0.41177685722004753,2.0009309842183107,1.5891541269982632
CNN 1D v12,red neuronal,2024-10-01 00:00:00,1,0.41177685722004753,2.6498163903845255,2.238039533164478
CNN 1D v24,red neuronal,2024-10-01 00:00:00,1,0.41177685722004753,3.460135840046798,3.0483589828267506
Ingenuo,referencia,2024-11-01 00:00:00,1,3.61132888612552,0.41177685722004753,-3.1995520289054724
Ingenuo estacional,referencia,2024-11-01 00:00:00,1,3.61132888612552,0.8278973363634146,-2.7834315497621054
Deriva,referencia,2024-11-01 00:00:00,1,3.61132888612552,0.39509798081913533,-3.2162309053063844
AR(1),Box-Jenkins,2024-11-01 00:00:00,1,3.61132888612552,1.022650074064066,-2.588678812061454
AR(12),Box-Jenkins,2024-11-01 00:00:00,1,3.61132888612552,1.7876722662563505,-1.8236566198691695
MA(2),Box-Jenkins,2024-11-01 00:00:00,1,3.61132888612552,0.4620373560283251,-3.149291530097195
"ARMA(2,2)",Box-Jenkins,2024-11-01 00:00:00,1,3.61132888612552,0.5910256822880915,-3.0203032038374285
"ARIMA(1,1,1)",Box-Jenkins,2024-11-01 00:00:00,1,3.61132888612552,0.7524058622994187,-2.858923023826101
"ARIMA(2,1,2)",Box-Jenkins,2024-11-01 00:00:00,1,3.61132888612552,0.1616106628644458,-3.4497182232610744
"SARIMA(1,1,1)(1,1,1,12)",estacional,2024-11-01 00:00:00,1,3.61132888612552,1.610652314876949,-2.000676571248571
"SARIMA(2,1,1)(0,1,1,12)",estacional,2024-11-01 00:00:00,1,3.61132888612552,0.39991629911625326,-3.2114125870092667
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2024-11-01 00:00:00,1,3.61132888612552,1.600994760051318,-2.010334126074202
Ridge sobre rezagos,regularizado,2024-11-01 00:00:00,1,3.61132888612552,1.8007742793682653,-1.8105546067572547
Random Forest,aprendizaje,2024-11-01 00:00:00,1,3.61132888612552,1.665464930325344,-1.945863955800176
MLP,aprendizaje,2024-11-01 00:00:00,1,3.61132888612552,0.8364242381076155,-2.7749046480179045
LSTM(16) v12,red neuronal,2024-11-01 00:00:00,1,3.61132888612552,1.2339776066979757,-2.377351279427544
LSTM(32) v24,red neuronal,2024-11-01 00:00:00,1,3.61132888612552,1.712503399624962,-1.898825486500558
CNN 1D v12,red neuronal,2024-11-01 00:00:00,1,3.61132888612552,2.1249625340980556,-1.4863663520274644
CNN 1D v24,red neuronal,2024-11-01 00:00:00,1,3.61132888612552,2.3134562522429345,-1.2978726338825854
Ingenuo,referencia,2024-12-01 00:00:00,1,2.025554222663928,3.61132888612552,1.5857746634615921
Ingenuo estacional,referencia,2024-12-01 00:00:00,1,2.025554222663928,1.64003119213596,-0.38552303052796777
Deriva,referencia,2024-12-01 00:00:00,1,2.025554222663928,3.608818427809658,1.58326420514573
AR(1),Box-Jenkins,2024-12-01 00:00:00,1,2.025554222663928,3.5901330407502643,1.5645788180863365
AR(12),Box-Jenkins,2024-12-01 00:00:00,1,2.025554222663928,3.7506663330194563,1.7251121103555285
MA(2),Box-Jenkins,2024-12-01 00:00:00,1,2.025554222663928,4.698494653061687,2.672940430397759
"ARMA(2,2)",Box-Jenkins,2024-12-01 00:00:00,1,2.025554222663928,4.2157583769528655,2.1902041542889377
"ARIMA(1,1,1)",Box-Jenkins,2024-12-01 00:00:00,1,2.025554222663928,3.142739823283841,1.117185600619913
